num_qubits,noise_level,attack_probability,qber,sifted_key_length,eve_qber_contribution,label
1846,0.007214,0.153573,0.037554,932,0.032745,0
1942,0.081007,0.641195,0.190955,995,0.13695,1
1633,0.053694,0.800676,0.235006,817,0.19921,1
1339,0.135166,0.01605,0.072617,661,0,0
297,0.064725,0.341699,0.097403,154,0.054253,1
1839,0.04827,0.222245,0.080087,924,0.047907,0
354,0.108582,0.94568,0.277778,180,0.20539,1
417,0.073988,0.330446,0.136126,191,0.0868,1
232,0.083265,0.449615,0.141667,120,0.086157,1
1901,0.02281,0.731593,0.179433,953,0.164227,1
1037,0.056279,0.117071,0.072692,509,0.035172,0
548,0.006964,0.285563,0.062963,270,0.058321,0
253,0.113232,0.899378,0.306569,137,0.231081,1
883,0.036837,0.645284,0.156818,440,0.13226,1
1475,0.018077,0.492389,0.132128,719,0.120076,1
1990,0.088427,0.642658,0.212241,1013,0.15329,1
1150,0.086914,0.636057,0.23569,594,0.177747,1
1254,0.04737,0.245847,0.073846,650,0.042266,0
1689,0.144353,0.949053,0.31018,835,0.213945,1
1814,0.095328,0.339587,0.135955,890,0.072403,1
631,0.138959,0.414989,0.17284,324,0.0802,1
1985,0.045089,0.111507,0.04509,998,0.015031,0
1086,0.08277,0.524471,0.164773,528,0.109592,1
1868,0.062028,0.604787,0.185745,926,0.144393,1
323,0.061993,0.503081,0.156627,166,0.115298,1
285,0.007165,0.758068,0.23913,138,0.234354,1
1781,0.032945,0.336826,0.098988,889,0.077024,1
1378,0.130399,0.596128,0.229226,698,0.142294,1
432,0.127478,0.216002,0.163551,214,0.078566,0
1801,0.015765,0.941502,0.258242,910,0.247732,1
294,0.002722,0.744046,0.157534,146,0.155719,1
1397,0.015307,0.247827,0.058488,701,0.048283,0
489,0.09582,0.091041,0.102881,243,0.039001,0
234,0.035973,0.167247,0.064,125,0.040018,0
1632,0.114394,0.149668,0.126521,822,0.050258,0
1710,0.000874,0.707282,0.156682,868,0.156099,1
301,0.107366,0.009247,0.11465,157,0.043072,0
277,0.132959,0.262154,0.144928,138,0.056288,0
1268,0.006721,0.401974,0.114148,622,0.109667,1
154,0.130109,0.028254,0.126437,87,0.039697,0
1518,0.13768,0.251827,0.135526,760,0.043739,0
1840,0.080376,0.781605,0.24,925,0.186416,1
1527,0.042679,0.852188,0.244275,786,0.215822,1
538,0.084422,0.465434,0.188612,281,0.132331,1
461,0.046588,0.713644,0.166667,240,0.135608,1
1393,0.139981,0.844361,0.307246,690,0.213925,1
217,0.081545,0.081378,0.081818,110,0.027455,0
1122,0.119806,0.809645,0.257194,556,0.177324,1
953,0.091496,0.838136,0.225532,470,0.164535,1
1515,0.043261,0.715586,0.194839,775,0.165998,1
484,0.075019,0.408953,0.168103,232,0.11809,1
1549,0.131984,0.51556,0.21447,774,0.126481,1
1429,0.057431,0.154361,0.07989,726,0.041603,0
553,0.0512,0.750806,0.205224,268,0.171091,1
778,0.143465,0.718701,0.244624,372,0.148981,1
225,0.050109,0.622891,0.169355,124,0.135949,1
954,0.128925,0.832146,0.259036,498,0.173086,1
595,0.026742,0.082691,0.026756,299,0.008928,0
315,0.118759,0.526838,0.219512,164,0.14034,1
1164,0.092295,0.317335,0.126335,562,0.064804,1
1178,0.018029,0.595216,0.16958,572,0.157561,1
263,0.009592,0.010598,0.027972,143,0.021578,0
452,0.044746,0.285501,0.110092,218,0.080261,0
257,0.098618,0.086681,0.172932,133,0.107187,0
1390,0.054017,0.437155,0.127566,682,0.091555,1
742,0.040673,0.92308,0.281579,380,0.254464,1
235,0.08728,0.045702,0.113821,123,0.055635,0
464,0.142883,0.920031,0.318725,251,0.22347,1
1955,0.018278,0.698808,0.17279,1007,0.160605,1
586,0.096687,0.882834,0.244755,286,0.180297,1
1401,0.13686,0.792493,0.246809,705,0.155568,1
990,0.081165,0.42683,0.120833,480,0.066723,1
445,0.144628,0.446703,0.208738,206,0.112319,1
684,0.089684,0.016448,0.07716,324,0.017371,0
126,0.10089,0.502447,0.164179,67,0.096919,1
1520,0.118692,0.503243,0.175853,762,0.096725,1
735,0.029959,0.758822,0.188732,355,0.16876,1
1049,0.084029,0.569471,0.19209,531,0.136071,1
390,0.09214,0.284454,0.102941,204,0.041515,0
1666,0.018022,0.226921,0.048463,846,0.036449,0
515,0.068327,0.773076,0.25969,258,0.214139,1
1176,0.115602,0.506403,0.185714,560,0.108646,1
1759,0.006106,0.100385,0.031469,858,0.027398,0
1455,0.062024,0.798921,0.229081,729,0.187732,1
1246,0.021858,0.395799,0.11878,623,0.104208,1
1788,0.026362,0.278171,0.082949,868,0.065374,0
435,0.076886,0.113805,0.108597,221,0.05734,0
1931,0.004422,0.193795,0.053053,999,0.050105,0
1158,0.063744,0.052235,0.062609,575,0.020113,0
879,0.003856,0.721119,0.207459,429,0.204889,1
586,0.138834,0.616619,0.215947,301,0.123391,1
1516,0.132443,0.963161,0.323944,781,0.235648,1
1955,0.031746,0.166263,0.071066,985,0.049902,0
1411,0.009871,0.306743,0.073759,705,0.067178,1
162,0.037595,0.639366,0.285714,77,0.260651,1
991,0.004259,0.555524,0.139165,503,0.136326,1
1492,0.110218,0.544609,0.196592,763,0.123114,1
855,0.086084,0.092959,0.104911,448,0.047521,0
1569,0.081576,0.020736,0.053178,771,0,0
1444,0.127796,0.721877,0.227462,721,0.142265,1
227,0.121397,0.707595,0.27193,114,0.190999,1
1160,0.061332,0.028547,0.066214,589,0.025326,0
426,0.091551,0.831037,0.254545,220,0.193512,1
1024,0.066271,0.766728,0.20566,530,0.16148,1
830,0.093601,0.217148,0.118812,404,0.056411,0
1633,0.022729,0.56624,0.155502,836,0.14035,1
1750,0.045012,0.262848,0.097239,833,0.067231,0
977,0.037783,0.834103,0.267894,489,0.242705,1
1120,0.02512,0.174318,0.061189,572,0.044442,0
1290,0.062076,0.83032,0.211538,624,0.170155,1
1345,0.108975,0.658241,0.208394,691,0.135744,1
1307,0.059409,0.185493,0.09434,636,0.054734,0
1588,0.147395,0.865523,0.307039,824,0.208775,1
1966,0.045314,0.829354,0.244444,990,0.214235,1
1674,0.142219,0.635478,0.241379,812,0.146566,1
356,0.029033,0.499008,0.114754,183,0.095399,1
1005,0.048116,0.62901,0.181996,511,0.149919,1
976,0.024612,0.669955,0.191532,496,0.175124,1
1067,0.035687,0.102743,0.043636,550,0.019845,0
1104,0.023567,0.400975,0.108541,562,0.09283,1
1464,0.093724,0.935857,0.276657,694,0.214174,1
900,0.030092,0.77303,0.209639,415,0.189577,1
600,0.01277,0.076961,0.04,300,0.031487,0
969,0.039963,0.857514,0.243243,518,0.216601,1
1724,0.10176,0.062672,0.096812,847,0.028972,0
692,0.064295,0.684454,0.192635,353,0.149771,1
139,0.023424,0.336915,0.173913,69,0.158297,1
1955,0.009518,0.271348,0.074437,1021,0.068092,0
472,0.109403,0.480589,0.164557,237,0.091621,1
1246,0.105616,0.079099,0.094156,616,0.023745,0
1621,0.069229,0.966837,0.284524,840,0.238371,1
621,0.079162,0.956271,0.291946,298,0.239171,1
746,0.036074,0.170347,0.075067,373,0.051018,0
633,0.072801,0.959606,0.264095,337,0.215561,1
384,0.109291,0.957351,0.319149,188,0.246288,1
390,0.11573,0.122124,0.100478,209,0.023325,0
455,0.051074,0.013568,0.020661,242,0,0
970,0.101828,0.469074,0.178261,460,0.110376,1
1108,0.072973,0.337748,0.100365,548,0.051717,1
130,0.1109,0.481981,0.130435,69,0.056501,1
1708,0.103617,0.514929,0.177829,866,0.108751,1
1384,0.112554,0.753733,0.269774,708,0.194738,1
234,0.024733,0.631688,0.161017,118,0.144529,1
1702,0.048318,0.51071,0.149597,869,0.117385,1
157,0.039748,0.502024,0.125,88,0.098502,1
1165,0.06706,0.939522,0.287004,554,0.242297,1
984,0.069737,0.296361,0.128099,484,0.081608,0
1054,0.100096,0.190322,0.111984,509,0.045254,0
1917,0.085441,0.313927,0.11722,964,0.060259,1
1862,0.086981,0.787516,0.264293,927,0.206306,1
630,0.094948,0.297973,0.142029,345,0.078731,0
1201,0.040933,0.651094,0.200663,603,0.173374,1
1923,0.03392,0.379282,0.131661,957,0.109048,1
1485,0.032278,0.39841,0.120112,716,0.098593,1
1787,0.116917,0.743296,0.274914,873,0.196969,1
926,0.014589,0.186687,0.044053,454,0.034327,0
638,0.047414,0.617233,0.193846,325,0.162237,1
1070,0.042041,0.570279,0.181118,519,0.15309,1
1653,0.088789,0.806247,0.252969,842,0.193777,1
1865,0.138629,0.913464,0.323177,919,0.230758,1
1403,0.131789,0.142989,0.110325,707,0.022466,0
1443,0.015808,0.257212,0.055163,707,0.044624,0
1072,0.081032,0.142186,0.126143,547,0.072122,0
707,0.00558,0.998442,0.245283,371,0.241563,1
903,0.118861,0.608434,0.21286,451,0.13362,1
1046,0.056208,0.938416,0.259259,540,0.221787,1
1650,0.03223,0.9635,0.278571,840,0.257085,1
1155,0.072615,0.904264,0.289298,598,0.240887,1
1607,0.065265,0.266433,0.095923,834,0.052413,0
152,0.141469,0.506609,0.2,75,0.105687,1
1538,0.004978,0.233523,0.063969,766,0.06065,0
1063,0.142498,0.430434,0.216117,546,0.121119,1
1997,0.035156,0.425986,0.130687,1033,0.10725,1
996,0.021755,0.914021,0.240586,478,0.226083,1
1009,0.111274,0.694927,0.242915,494,0.168733,1
342,0.078387,0.741638,0.314465,159,0.262208,1
1633,0.134347,0.739973,0.269324,828,0.179759,1
1433,0.081396,0.546656,0.154167,720,0.099903,1
1739,0.07582,0.345268,0.127002,874,0.076456,1
276,0.030924,0.838749,0.272727,132,0.252111,1
502,0.142466,0.347157,0.150794,252,0.055816,1
1767,0.099674,0.520938,0.197558,901,0.131109,1
179,0.090235,0.151677,0.098765,81,0.038609,0
1066,0.118508,0.592338,0.217803,528,0.138797,1
869,0.015191,0.470111,0.143198,419,0.133071,1
1885,0.129962,0.878551,0.276087,920,0.189446,1
1728,0.075072,0.302835,0.114943,870,0.064894,1
1804,0.120332,0.304105,0.140984,915,0.060762,1
649,0.106895,0.124238,0.103448,319,0.032185,0
1216,0.067689,0.482049,0.159236,628,0.11411,1
1430,0.115456,0.766362,0.266764,686,0.189793,1
1939,0.108104,0.647185,0.216718,969,0.144649,1
113,0.000558,0.088843,0.016949,59,0.016577,0
1957,0.106387,0.300271,0.139202,977,0.068277,1
775,0.076318,0.325054,0.091371,394,0.040492,1
343,0.125921,0.600733,0.22561,164,0.141663,1
1270,0.121447,0.788427,0.302362,635,0.221398,1
1585,0.025597,0.993405,0.258427,801,0.241362,1
346,0.003264,0.254981,0.101796,167,0.099621,0
177,0.029449,0.193471,0.05618,89,0.036547,0
1804,0.111169,0.422899,0.196833,884,0.12272,1
1874,0.130703,0.676138,0.24076,947,0.153625,1
397,0.105086,0.718274,0.220513,195,0.150455,1
1818,0.123088,0.829963,0.294052,891,0.211993,1
1829,0.088086,0.312164,0.129386,912,0.070662,1
1996,0.075978,0.84099,0.266272,1014,0.21562,1
511,0.145555,0.670042,0.237548,261,0.140511,1
1200,0.012089,0.019219,0.019672,610,0.011613,0
1990,0.063203,0.972813,0.262774,959,0.220638,1
1815,0.041709,0.252976,0.094195,913,0.066389,0
1249,0.018308,0.075556,0.045603,614,0.033398,0
474,0.090837,0.443195,0.156,250,0.095442,1
260,0.039488,0.534645,0.12,125,0.093675,1
592,0.069445,0.467666,0.131313,297,0.085017,1
224,0.020488,0.767919,0.191667,120,0.178008,1
471,0.058498,0.116864,0.072034,236,0.033035,0
242,0.030038,0.812027,0.271186,118,0.251161,1
1549,0.134541,0.484996,0.212082,778,0.122389,1
1221,0.078359,0.077248,0.081433,614,0.029194,0
1084,0.119932,0.975181,0.292593,540,0.212638,1
1639,0.072859,0.894115,0.2866,806,0.238028,1
880,0.006358,0.318026,0.086364,440,0.082125,1
866,0.104183,0.504993,0.179138,441,0.109683,1
493,0.007174,0.243589,0.064516,248,0.059734,0
945,0.059256,0.507353,0.170022,447,0.130518,1
431,0.082041,0.248808,0.126761,213,0.072067,0
1220,0.116974,0.370243,0.139871,622,0.061889,1
1996,0.13479,0.273206,0.174699,996,0.084839,0
1113,0.030722,0.448112,0.146535,505,0.126053,1
668,0.099536,0.067713,0.067308,312,0.00095,0
1408,0.070534,0.534742,0.1759,722,0.128877,1
1658,0.115127,0.219821,0.122235,859,0.045484,0
996,0.140977,0.168884,0.125475,526,0.031491,0
575,0.079945,0.349532,0.123636,275,0.07034,1
1457,0.043016,0.727754,0.200782,767,0.172105,1
455,0.119776,0.355918,0.153846,234,0.073995,1
1995,0.07901,0.754026,0.216295,1031,0.163621,1
704,0.132342,0.97881,0.289552,335,0.201324,1
765,0.084911,0.9439,0.271574,394,0.214966,1
1481,0.140568,0.220968,0.17316,693,0.079448,0
123,0.00263,0.930559,0.269841,63,0.268088,1
485,0.110844,0.863508,0.280488,246,0.206592,1
338,0.051981,0.028262,0.042424,165,0.00777,0
843,0.100293,0.971378,0.28271,428,0.215848,1
1152,0.141352,0.957648,0.32,550,0.225765,1
441,0.098087,0.741941,0.241071,224,0.17568,1
754,0.111748,0.603461,0.197943,389,0.123445,1
1567,0.023708,0.990094,0.261905,756,0.2461,1
1886,0.025578,0.195364,0.064795,926,0.047743,0
127,0.086014,0.774816,0.275362,69,0.21802,1
1292,0.064591,0.904276,0.248,625,0.20494,1
148,0.016673,0.499867,0.075758,66,0.064643,1
1089,0.10925,0.298118,0.141593,565,0.068759,0
1771,0.104843,0.444827,0.181075,856,0.111179,1
1617,0.013736,0.971996,0.245146,824,0.235988,1
542,0.007299,0.742523,0.228374,289,0.223508,1
591,0.056822,0.546945,0.150502,299,0.11262,1
1589,0.09494,0.110249,0.092308,780,0.029014,0
1658,0.134035,0.691694,0.236025,805,0.146668,1
634,0.065176,0.264536,0.100946,317,0.057496,0
105,0.012615,0.988807,0.294118,51,0.285707,1
944,0.12607,0.517031,0.212766,470,0.128719,1
1278,0.018735,0.614351,0.147404,597,0.134914,1
943,0.095609,0.999325,0.298441,449,0.234702,1
1876,0.062018,0.752755,0.202083,960,0.160738,1
1646,0.136436,0.486408,0.210462,822,0.119505,1
1597,0.105737,0.551038,0.2,820,0.129509,1
138,2.10E-05,0.90479,0.169014,71,0.169,1
1722,0.055914,0.93675,0.259479,844,0.222202,1
1535,0.027046,0.484114,0.123989,742,0.105958,1
854,0.04253,0.347562,0.117936,407,0.089583,1
1220,0.059843,0.781596,0.206897,609,0.167001,1
1666,0.081208,0.159262,0.100686,874,0.046548,0
1822,0.119757,0.397572,0.161117,931,0.081279,1
1147,0.012964,0.021442,0.008993,556,0.00035,0
178,0.066166,0.838484,0.191011,89,0.146901,1
1275,0.127608,0.048705,0.096273,644,0.011201,0
1392,0.064827,0.546182,0.179856,695,0.136638,1
211,0.077894,0.994216,0.333333,111,0.281404,1
1653,0.116791,0.326581,0.149497,796,0.071637,1
483,0.106934,0.803216,0.261062,226,0.189773,1
1792,0.0765,0.134909,0.075472,901,0.024472,0
1147,0.145064,0.129404,0.136364,572,0.039654,0
712,0.005432,0.226372,0.057803,346,0.054182,0
211,0.008177,0.80221,0.220183,109,0.214732,1
133,0.064104,0.626516,0.26087,69,0.218133,1
1509,0.023677,0.831499,0.227642,738,0.211857,1
816,0.032476,0.285646,0.088305,419,0.066655,0
1696,0.022512,0.174755,0.053724,819,0.038716,0
538,0.103855,0.547298,0.162362,271,0.093125,1
1849,0.06319,0.034821,0.048988,939,0.006861,0
1889,0.125126,0.487349,0.18561,959,0.102193,1
293,0.037558,0.958729,0.307692,156,0.282654,1
1329,0.093514,0.648682,0.218605,645,0.156262,1
1886,0.032016,0.506082,0.158879,963,0.137534,1
714,0.002173,0.19618,0.038674,362,0.037226,0
228,0.103338,0.459449,0.175573,131,0.106681,1
1764,0.021828,0.550204,0.140766,888,0.126214,1
1001,0.104072,0.501668,0.183953,511,0.114572,1
151,0.103601,0.54569,0.173333,75,0.104266,1
1697,0.100222,0.966544,0.308806,829,0.241991,1
1390,0.088794,0.193406,0.083333,672,0.024137,0
233,0.132738,0.398209,0.137931,116,0.049439,1
591,0.011345,0.148506,0.036913,298,0.029349,0
134,0.139773,0.411669,0.15942,69,0.066238,1
1915,0.009895,0.095921,0.03125,928,0.024653,0
147,0.074299,0.354615,0.112676,71,0.063144,1
1612,0.138485,0.387053,0.167482,818,0.075158,1
1071,0.040339,0.727244,0.162264,530,0.135371,1
1207,0.125686,0.913957,0.310116,603,0.226326,1
1642,0.088978,0.506236,0.174489,831,0.11517,1
1801,0.129178,0.776189,0.286638,928,0.200519,1
342,0.007285,0.406079,0.111111,153,0.106254,1
133,0.083391,0.282649,0.137931,58,0.082337,0
336,0.028298,0.150037,0.036585,164,0.01772,0
1397,0.00271,0.394178,0.118519,675,0.116712,1
1180,0.103343,0.75803,0.259631,597,0.190736,1
259,0.112453,0.600486,0.266129,124,0.191161,1
545,0.110444,0.21823,0.163569,269,0.089939,0
1121,0.109046,0.747765,0.270796,565,0.198099,1
1488,0.119991,0.088655,0.102041,784,0.022047,0
752,0.070438,0.155996,0.062842,366,0.015883,0
1905,0.052136,0.181482,0.088935,967,0.054177,0
1986,0.115644,0.6835,0.229801,953,0.152704,1
1556,0.099969,0.283957,0.131507,730,0.064861,0
963,0.030001,0.882084,0.241379,493,0.221379,1
1767,0.065294,0.091939,0.07052,865,0.026991,0
1483,0.027326,0.936672,0.263722,747,0.245504,1
1087,0.116836,0.005006,0.080071,562,0.002181,0
943,0.03707,0.917337,0.272921,469,0.248208,1
1682,0.093404,0.130596,0.07168,851,0.009411,0
1158,0.110305,0.023397,0.075044,573,0.001507,0
447,0.148741,0.268684,0.146226,212,0.047066,0
2000,0.064971,0.33651,0.116466,996,0.073152,1
229,0.130869,0.735347,0.228814,118,0.141568,1
1421,0.099653,0.898242,0.315186,698,0.248751,1
1346,0.001267,0.385769,0.081545,699,0.0807,1
1214,0.058692,0.251345,0.09106,604,0.051932,0
198,0.059118,0.280239,0.097826,92,0.058414,0
1036,0.017944,0.875797,0.230624,529,0.218661,1
1796,0.065563,0.054009,0.057627,885,0.013918,0
555,0.017469,0.434425,0.112676,284,0.10103,1
1414,0.125308,0.220639,0.134431,729,0.050892,0
1732,0.054285,0.356894,0.120631,887,0.084442,1
1910,0.027468,0.261024,0.080084,949,0.061772,0
1081,0.090273,0.780923,0.234201,538,0.174018,1
696,0.128637,0.252269,0.137725,334,0.051966,0
1429,0.140239,0.900672,0.311429,700,0.217936,1
1024,0.134143,0.706492,0.252485,503,0.163057,1
1292,0.132308,0.292683,0.149002,651,0.060796,0
1509,0.052208,0.065422,0.052764,796,0.017959,0
1450,0.075813,0.17213,0.088472,746,0.03793,0
561,0.055696,0.520741,0.185606,264,0.148475,1
1536,0.138339,0.825913,0.278378,740,0.186152,1
1130,0.013924,0.38379,0.108202,573,0.09892,1
1869,0.083148,0.400468,0.154839,930,0.099407,1
1353,0.037036,0.914948,0.236729,697,0.212038,1
1795,0.127556,0.426789,0.179054,888,0.094017,1
1960,0.050883,0.17018,0.078173,985,0.044251,0
1990,0.129553,0.182656,0.127216,959,0.040847,0
1515,0.139206,0.850104,0.292453,742,0.199649,1
1235,0.025795,0.479901,0.139498,638,0.122302,1
324,0.113138,0.783639,0.304636,151,0.22921,1
834,0.052497,0.572468,0.172986,422,0.137988,1
1003,0.060491,0.209931,0.089796,490,0.049468,0
1583,0.041157,0.24882,0.088689,778,0.061251,0
1219,0.0925,0.136927,0.080672,595,0.019006,0
934,0.051475,0.100942,0.060538,446,0.026221,0
378,0.111092,0.611253,0.169492,177,0.09543,1
1460,0.116774,0.790467,0.294197,741,0.216348,1
921,0.05927,0.685188,0.222698,467,0.183185,1
168,0.000712,0.903492,0.2,80,0.199526,1
639,0.009912,0.906515,0.23565,331,0.229041,1
1771,0.041072,0.945952,0.278707,897,0.251326,1
325,0.143081,0.769426,0.31677,161,0.221383,1
872,0.059071,0.478027,0.178571,420,0.13919,1
1073,0.111635,0.34784,0.161818,550,0.087395,1
259,0.140412,0.07881,0.096,125,0.002392,0
414,0.051252,0.93595,0.248804,209,0.214636,1
1887,0.084193,0.285451,0.122162,925,0.066033,0
1222,0.127848,0.153984,0.113487,608,0.028255,0
499,0.09222,0.084869,0.065574,244,0.004094,0
422,0.016833,0.244626,0.061321,212,0.050099,0
909,0.115437,0.854215,0.312073,439,0.235115,1
1475,0.135614,0.949093,0.309392,724,0.218983,1
1488,0.115316,0.250162,0.103164,727,0.026286,0
471,0.112881,0.839078,0.27193,228,0.196676,1
1479,0.113354,0.588098,0.197756,713,0.122186,1
1803,0.091881,0.28948,0.134483,870,0.073229,0
530,0.037171,0.293884,0.102564,273,0.077783,0
149,0.136626,0.399079,0.144578,83,0.053494,1
1922,0.019336,0.142999,0.054025,944,0.041135,0
1092,0.124094,0.649801,0.21147,558,0.12874,1
1576,0.053906,0.033783,0.04436,789,0.008423,0
708,0.101073,0.890494,0.289189,370,0.221807,1
668,0.120765,0.75727,0.293255,341,0.212745,1
527,0.119788,0.343655,0.145594,261,0.065735,1
512,0.024171,0.494883,0.11194,268,0.095826,1
996,0.091638,0.414864,0.152439,492,0.091347,1
301,0.032184,0.951909,0.303226,155,0.28177,1
1700,0.016816,0.490775,0.155429,875,0.144218,1
1071,0.077034,0.94717,0.286506,541,0.23515,1
1839,0.148129,0.780779,0.291447,947,0.192694,1
1054,0.14725,0.775894,0.274662,517,0.176495,1
676,0.08601,0.709112,0.204819,332,0.147479,1
1078,0.115826,0.676446,0.247706,545,0.170489,1
393,0.037452,0.396624,0.101523,197,0.076555,1
1666,0.033654,0.101742,0.044653,851,0.022217,0
1468,0.105978,0.503582,0.188285,717,0.117632,1
379,0.1179,0.783095,0.312169,189,0.233569,1
1206,0.111276,0.12316,0.125612,613,0.051428,0
1122,0.015676,0.473135,0.162832,565,0.152381,1
482,0.053441,0.253997,0.079832,238,0.044205,0
332,0.006627,0.452549,0.147929,169,0.143511,1
1545,0.117924,0.203216,0.122691,758,0.044075,0
601,0.046762,0.677339,0.194357,319,0.163183,1
1086,0.06446,0.645532,0.159132,553,0.116159,1
570,0.086833,0.42945,0.151408,284,0.09352,1
1342,8.30E-05,0.251594,0.061871,695,0.061815,0
193,0.053118,0.278885,0.175824,91,0.140412,0
783,0.109092,0.197388,0.147959,392,0.075231,0
1139,0.04291,0.966492,0.247232,542,0.218626,1
934,0.085572,0.229997,0.115217,460,0.05817,0
1264,0.146576,0.425813,0.182946,645,0.085229,1
442,0.017723,0.501873,0.114035,228,0.102219,1
939,0.040236,0.67095,0.197872,470,0.171048,1
1538,0.102595,0.751264,0.228824,791,0.160428,1
734,0.089757,0.385385,0.152542,354,0.092705,1
398,0.146701,0.517183,0.225641,195,0.127841,1
1711,0.00519,0.900219,0.213174,835,0.209713,1
1579,0.131699,0.114906,0.114035,798,0.026236,0
1393,0.073282,0.441893,0.16338,710,0.114526,1
1617,0.034035,0.18936,0.067248,803,0.044558,0
1580,0.075505,0.046108,0.060271,813,0.009934,0
1519,0.061829,0.154966,0.07858,789,0.037361,0
1068,0.0269,0.248996,0.088028,568,0.070095,0
136,0.032909,0.563646,0.176471,68,0.154531,1
1235,0.043221,0.766803,0.2336,625,0.204786,1
619,0.08283,0.940741,0.246201,329,0.190981,1
1570,0.012465,0.958149,0.267275,767,0.258965,1
990,0.013327,0.878795,0.202559,469,0.193674,1
1820,0.049762,0.515034,0.151345,892,0.118171,1
1232,0.106094,0.423923,0.156098,615,0.085368,1
1146,0.146746,0.450144,0.210896,569,0.113066,1
1847,0.0018,0.965273,0.27689,939,0.27569,1
1003,0.145851,0.589392,0.272016,511,0.174782,1
814,0.102906,0.745264,0.220624,417,0.152019,1
806,0.135148,0.064966,0.08216,426,0,0
1763,0.080451,0.973852,0.293729,909,0.240096,1
1537,0.069441,0.520624,0.183206,786,0.136912,1
410,0.117774,0.602664,0.205607,214,0.127092,1
1036,0.082667,0.807859,0.241379,522,0.186268,1
805,0.134605,0.084492,0.121891,402,0.032154,0
1329,0.133959,0.012621,0.083841,656,0,0
199,0.079568,0.955369,0.322222,90,0.269177,1
1457,0.086065,0.213322,0.121253,734,0.063877,0
1511,0.068441,0.10578,0.075325,770,0.029697,0
530,0.103411,0.93571,0.32342,269,0.254479,1
386,0.102353,0.375318,0.181818,187,0.113583,1
1292,0.097589,0.854363,0.273717,643,0.208658,1
588,0.009352,0.931244,0.225694,288,0.219459,1
1889,0.144537,0.196471,0.139831,944,0.043472,0
1573,0.05034,0.069218,0.062745,765,0.029185,0
1915,0.036932,0.039265,0.023479,937,0,0
1116,0.031657,0.27635,0.108581,571,0.087476,0
1884,0.010393,0.178269,0.059322,944,0.052394,0
126,0.068556,0.901534,0.214286,56,0.168582,1
651,0.006235,0.928747,0.226667,300,0.22251,1
104,0.024136,0.441978,0.113208,53,0.097117,1
1388,0.000791,0.352746,0.068376,702,0.067849,1
1070,0.026202,0.407935,0.10687,524,0.089402,1
646,0.149287,0.833751,0.28863,343,0.189105,1
679,0.081218,0.144758,0.095238,336,0.041093,0
1323,0.010072,0.150815,0.035971,695,0.029256,0
442,0.084622,0.280026,0.132159,227,0.075744,0
1078,0.090119,0.582833,0.217228,534,0.157149,1
1266,0.082159,0.712315,0.219396,629,0.164623,1
556,0.050398,0.990498,0.228374,289,0.194775,1
534,0.098586,0.040837,0.111111,270,0.045387,0
773,0.021391,0.356876,0.089059,393,0.074798,1
1225,0.032934,0.307905,0.087302,630,0.065345,1
583,0.149208,0.04217,0.105072,276,0.0056,0
820,0.062338,0.791879,0.236534,427,0.194975,1
1133,0.022169,0.425904,0.123311,592,0.108532,1
455,0.032554,0.614159,0.155251,219,0.133549,1
1181,0.10862,0.452254,0.195122,574,0.122709,1
362,0.017438,0.366121,0.141176,170,0.129551,1
370,0.053097,0.137578,0.074468,188,0.03907,0
550,0.049259,0.890961,0.268551,283,0.235712,1
644,0.034197,0.119408,0.06422,327,0.041422,0
156,0.071526,0.578505,0.189189,74,0.141505,1
1928,0.016519,0.976145,0.255297,944,0.244284,1
685,0.068485,0.286578,0.120344,349,0.074687,0
1629,0.004893,0.477352,0.128019,828,0.124757,1
1814,0.145551,0.745646,0.275862,899,0.178828,1
1622,0.090731,0.256732,0.126506,830,0.066019,0
1680,0.011261,0.225127,0.068129,866,0.060622,0
290,0.028609,0.110699,0.056738,141,0.037665,0
807,0.110467,0.022678,0.073418,395,0,0
1518,0.109751,0.282682,0.130952,756,0.057785,0
1194,0.054748,0.679169,0.194257,592,0.157758,1
110,0.022266,0.075141,0.053571,56,0.038728,0
1178,0.080389,0.767805,0.226821,604,0.173228,1
1629,0.04146,0.427315,0.135468,812,0.107828,1
1675,0.014521,0.553976,0.154403,829,0.144722,1
829,0.0519,0.312184,0.098398,437,0.063798,1
549,0.112652,0.659246,0.271127,284,0.196026,1
688,0.053121,0.756058,0.208861,316,0.173447,1
663,0.006117,0.085116,0.033435,329,0.029357,0
758,0.01806,0.887707,0.221932,383,0.209892,1
673,0.089452,0.58824,0.172911,347,0.113276,1
969,0.078323,0.649503,0.232323,495,0.180108,1
177,0.101229,0.526705,0.215054,93,0.147567,1
623,0.085763,0.093345,0.101974,304,0.044799,0
698,0.074584,0.445765,0.178042,337,0.128319,1
391,0.071268,0.176647,0.027778,180,0,0
1768,0.144231,0.510873,0.213953,860,0.1178,1
1384,0.129344,0.901334,0.275758,660,0.189529,1
1833,0.057432,0.47121,0.151448,898,0.11316,1
1167,0.098021,0.209135,0.116522,575,0.051175,0
308,0.003065,0.505264,0.092105,152,0.090062,1
1819,0.003143,0.337724,0.090608,905,0.088513,1
970,0.047786,0.928728,0.240084,479,0.208226,1
1401,0.113215,0.426139,0.174716,704,0.099239,1
824,0.138819,0.796947,0.290168,417,0.197622,1
1039,0.102446,0.481796,0.181818,506,0.113521,1
